,Absolute path,Class label
2060,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1010.jpg,1
1529,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0479.jpg,1
753,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0753.jpg,0
55,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0055.jpg,0
955,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0955.jpg,0
1315,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0265.jpg,1
1431,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0381.jpg,1
768,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0768.jpg,0
235,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0235.jpg,0
1812,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0762.jpg,1
33,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0033.jpg,0
1823,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0773.jpg,1
1240,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0190.jpg,1
797,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0797.jpg,0
1424,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0374.jpg,1
791,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0791.jpg,0
205,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0205.jpg,0
1086,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0036.jpg,1
607,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0607.jpg,0
1087,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0037.jpg,1
438,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0438.jpg,0
567,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0567.jpg,0
575,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0575.jpg,0
831,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0831.jpg,0
1189,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0139.jpg,1
1513,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0463.jpg,1
765,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0765.jpg,0
1047,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1047.jpg,0
829,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0829.jpg,0
1248,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0198.jpg,1
151,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0151.jpg,0
1965,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0915.jpg,1
1819,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0769.jpg,1
756,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0756.jpg,0
1267,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0217.jpg,1
1851,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0801.jpg,1
379,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0379.jpg,0
1636,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0586.jpg,1
556,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0556.jpg,0
1440,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0390.jpg,1
1026,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1026.jpg,0
140,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0140.jpg,0
1626,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0576.jpg,1
1843,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0793.jpg,1
323,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0323.jpg,0
1910,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0860.jpg,1
207,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0207.jpg,0
134,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0134.jpg,0
677,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0677.jpg,0
1674,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0624.jpg,1
1515,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0465.jpg,1
212,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0212.jpg,0
1712,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0662.jpg,1
1071,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0021.jpg,1
1797,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0747.jpg,1
923,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0923.jpg,0
656,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0656.jpg,0
1356,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0306.jpg,1
2077,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1027.jpg,1
536,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0536.jpg,0
558,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0558.jpg,0
527,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0527.jpg,0
1594,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0544.jpg,1
1175,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0125.jpg,1
675,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0675.jpg,0
1671,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0621.jpg,1
631,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0631.jpg,0
1747,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0697.jpg,1
119,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0119.jpg,0
1760,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0710.jpg,1
1009,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1009.jpg,0
312,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0312.jpg,0
2,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0002.jpg,0
835,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0835.jpg,0
697,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0697.jpg,0
1246,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0196.jpg,1
2076,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1026.jpg,1
671,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0671.jpg,0
442,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0442.jpg,0
584,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0584.jpg,0
345,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0345.jpg,0
1322,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0272.jpg,1
1271,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0221.jpg,1
31,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0031.jpg,0
586,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0586.jpg,0
1842,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0792.jpg,1
1890,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0840.jpg,1
972,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0972.jpg,0
1553,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0503.jpg,1
632,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0632.jpg,0
80,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0080.jpg,0
307,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0307.jpg,0
225,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0225.jpg,0
108,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0108.jpg,0
267,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0267.jpg,0
335,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0335.jpg,0
1268,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0218.jpg,1
1921,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0871.jpg,1
1563,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0513.jpg,1
881,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0881.jpg,0
1896,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0846.jpg,1
802,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0802.jpg,0
603,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0603.jpg,0
1754,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0704.jpg,1
218,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0218.jpg,0
1656,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0606.jpg,1
1188,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0138.jpg,1
439,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0439.jpg,0
1273,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0223.jpg,1
1619,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0569.jpg,1
1429,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0379.jpg,1
171,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0171.jpg,0
1338,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0288.jpg,1
1978,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0928.jpg,1
236,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0236.jpg,0
2008,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0958.jpg,1
641,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0641.jpg,0
1161,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0111.jpg,1
1533,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0483.jpg,1
1263,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0213.jpg,1
583,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0583.jpg,0
453,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0453.jpg,0
181,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0181.jpg,0
1909,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0859.jpg,1
2071,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1021.jpg,1
525,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0525.jpg,0
470,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0470.jpg,0
1858,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0808.jpg,1
516,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0516.jpg,0
1185,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0135.jpg,1
1270,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0220.jpg,1
1172,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0122.jpg,1
1370,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0320.jpg,1
531,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0531.jpg,0
892,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0892.jpg,0
1194,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0144.jpg,1
995,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0995.jpg,0
2036,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0986.jpg,1
1496,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0446.jpg,1
617,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0617.jpg,0
1244,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0194.jpg,1
977,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0977.jpg,0
501,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0501.jpg,0
1630,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0580.jpg,1
1427,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0377.jpg,1
860,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0860.jpg,0
244,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0244.jpg,0
1702,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0652.jpg,1
744,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0744.jpg,0
1066,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0016.jpg,1
114,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0114.jpg,0
1685,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0635.jpg,1
660,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0660.jpg,0
2011,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0961.jpg,1
1472,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0422.jpg,1
1018,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1018.jpg,0
325,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0325.jpg,0
2097,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1047.jpg,1
917,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0917.jpg,0
767,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0767.jpg,0
1155,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0105.jpg,1
589,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0589.jpg,0
1108,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0058.jpg,1
673,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0673.jpg,0
979,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0979.jpg,0
812,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0812.jpg,0
777,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0777.jpg,0
1275,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0225.jpg,1
115,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0115.jpg,0
914,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0914.jpg,0
402,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0402.jpg,0
614,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0614.jpg,0
1625,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0575.jpg,1
1238,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0188.jpg,1
983,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0983.jpg,0
8,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0008.jpg,0
1830,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0780.jpg,1
420,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0420.jpg,0
1816,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0766.jpg,1
1642,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0592.jpg,1
790,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0790.jpg,0
958,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0958.jpg,0
1466,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0416.jpg,1
1927,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0877.jpg,1
919,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0919.jpg,0
1023,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1023.jpg,0
1397,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0347.jpg,1
484,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0484.jpg,0
1499,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0449.jpg,1
1633,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0583.jpg,1
1606,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0556.jpg,1
1054,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0004.jpg,1
1821,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0771.jpg,1
1231,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0181.jpg,1
2046,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0996.jpg,1
1339,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0289.jpg,1
206,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0206.jpg,0
1562,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0512.jpg,1
2038,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0988.jpg,1
1132,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0082.jpg,1
1939,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0889.jpg,1
593,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0593.jpg,0
1242,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0192.jpg,1
602,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0602.jpg,0
253,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0253.jpg,0
1042,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1042.jpg,0
688,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0688.jpg,0
1446,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0396.jpg,1
1561,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0511.jpg,1
787,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0787.jpg,0
1650,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0600.jpg,1
850,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0850.jpg,0
1791,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0741.jpg,1
476,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0476.jpg,0
1388,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0338.jpg,1
1831,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0781.jpg,1
875,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0875.jpg,0
1323,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0273.jpg,1
524,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0524.jpg,0
21,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0021.jpg,0
540,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0540.jpg,0
727,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0727.jpg,0
1373,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0323.jpg,1
655,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0655.jpg,0
639,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0639.jpg,0
1076,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0026.jpg,1
1997,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0947.jpg,1
277,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0277.jpg,0
1490,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0440.jpg,1
262,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0262.jpg,0
1991,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0941.jpg,1
488,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0488.jpg,0
99,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0099.jpg,0
360,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0360.jpg,0
1376,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0326.jpg,1
1298,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0248.jpg,1
471,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0471.jpg,0
898,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0898.jpg,0
1956,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0906.jpg,1
611,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0611.jpg,0
13,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0013.jpg,0
1511,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0461.jpg,1
294,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0294.jpg,0
1800,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0750.jpg,1
1914,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0864.jpg,1
680,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0680.jpg,0
1434,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0384.jpg,1
895,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0895.jpg,0
313,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0313.jpg,0
1527,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0477.jpg,1
1590,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0540.jpg,1
2037,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0987.jpg,1
355,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0355.jpg,0
800,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0800.jpg,0
138,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0138.jpg,0
2066,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1016.jpg,1
1296,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0246.jpg,1
1181,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0131.jpg,1
931,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0931.jpg,0
431,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0431.jpg,0
1628,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0578.jpg,1
425,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0425.jpg,0
1330,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0280.jpg,1
1078,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0028.jpg,1
1951,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0901.jpg,1
303,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0303.jpg,0
1815,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0765.jpg,1
1395,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0345.jpg,1
1944,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0894.jpg,1
1487,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0437.jpg,1
1996,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0946.jpg,1
152,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0152.jpg,0
1906,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0856.jpg,1
1167,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0117.jpg,1
334,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0334.jpg,0
412,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0412.jpg,0
696,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0696.jpg,0
1059,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0009.jpg,1
1757,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0707.jpg,1
1380,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0330.jpg,1
1052,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0002.jpg,1
674,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0674.jpg,0
1393,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0343.jpg,1
1745,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0695.jpg,1
1501,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0451.jpg,1
1803,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0753.jpg,1
940,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0940.jpg,0
1247,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0197.jpg,1
668,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0668.jpg,0
111,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0111.jpg,0
1333,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0283.jpg,1
211,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0211.jpg,0
177,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0177.jpg,0
1027,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1027.jpg,0
2014,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0964.jpg,1
1141,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0091.jpg,1
183,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0183.jpg,0
1528,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0478.jpg,1
1623,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0573.jpg,1
286,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0286.jpg,0
1567,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0517.jpg,1
1481,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0431.jpg,1
1305,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0255.jpg,1
457,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0457.jpg,0
1704,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0654.jpg,1
252,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0252.jpg,0
1536,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0486.jpg,1
65,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0065.jpg,0
1184,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0134.jpg,1
1285,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0235.jpg,1
1943,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0893.jpg,1
1149,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0099.jpg,1
320,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0320.jpg,0
1074,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0024.jpg,1
804,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0804.jpg,0
1360,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0310.jpg,1
1743,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0693.jpg,1
1034,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1034.jpg,0
1808,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0758.jpg,1
580,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0580.jpg,0
1044,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/1044.jpg,0
332,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0332.jpg,0
1782,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0732.jpg,1
441,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0441.jpg,0
990,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0990.jpg,0
451,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0451.jpg,0
1735,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0685.jpg,1
1868,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0818.jpg,1
1993,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0943.jpg,1
1572,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0522.jpg,1
2055,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/1005.jpg,1
1973,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0923.jpg,1
1326,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0276.jpg,1
104,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0104.jpg,0
1854,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0804.jpg,1
129,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0129.jpg,0
539,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0539.jpg,0
952,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0952.jpg,0
1923,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0873.jpg,1
1097,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0047.jpg,1
1239,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0189.jpg,1
432,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0432.jpg,0
1953,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0903.jpg,1
1575,C:\Users\Professional\PycharmProjects\lab3\dataset\dog/0525.jpg,1
137,C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0137.jpg,0
